公司全称,网址,简称,行业,地址,市值,注册资本,状态,类型,注册时间,证券类别,市值_亿
深圳市启创联合信息技术有限公司,https://top.chinaz.com/company/QiChuangLianHe.html,启创联合,IT/互联网/通信,广东,市值：100.0万,(人民币)100.0000万元 ,存续,有限责任公司,2015-09-16,,0.01
杭州佳和电气股份有限公司,https://top.chinaz.com/company/JiaHeDianQi.html,佳和电气,机械/制造/军工/贸易,浙江,市值：1.88亿,3603万元 ,存续,其他股份有限公司（非上市）,2001-10-15,新三板,1.88
上海海希工业通讯股份有限公司,https://top.chinaz.com/company/HaiXiTongXun.html,海希通讯,机械/制造/军工/贸易,上海,市值：5380.0万,5380万人民币 ,存续（在营、开业、在册）,股份有限公司（非上市）,2001-06-29,,0.538
保定市东利机械制造股份有限公司,https://top.chinaz.com/company/DongLiJiXie.html,东利机械,机械/制造/军工/贸易,河北,市值：10.09亿,11000万人民币 ,存续（在营、开业、在册）,股份有限公司（非上市）,1998-09-25,新三板,10.09
云南海潮集团听牧肉牛产业股份有限公司,https://top.chinaz.com/company/TingMuRouNiu.html,听牧肉牛,农林牧渔,云南,市值：2.78亿,7560万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2005-06-15,新三板,2.78
乐清市蒲岐网络技术有限公司,https://top.chinaz.com/company/PuZuoWangLuo.html,蒲岐网络,IT/互联网/通信,海南,市值：3.0万,3.000000万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2013-10-09,,0.0003
上海楚森网络科技有限公司,https://top.chinaz.com/company/ChuSenWangLuo.html,楚森网络,IT/互联网/通信,上海,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-05-27,,0.01
厦门笑当先网络科技有限公司,https://top.chinaz.com/company/XiaoDangXian.html,笑当先,IT/互联网/通信,福建,市值：100.0万,100.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2015-07-29,,0.01
上海翼能信息科技有限公司,https://top.chinaz.com/company/YiNengXinXi.html,翼能信息,IT/互联网/通信,上海,市值：400.0万,400万人民币 ,存续（在营、开业、在册）,有限责任公司,2007-09-05,,0.04
北京新发地农副产品批发市场中心,https://top.chinaz.com/company/XinFaDi.html,新发地,农林牧渔,北京,市值：2800.0万,2800万 ,开业,集体所有制,2002-09-27,,0.28
甘肃人为峰药业股份有限公司,https://top.chinaz.com/company/RenWeiFeng.html,人为峰,医疗健康,甘肃,市值：2.88亿,3350万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2006-08-29,新三板,2.88
深圳市高搜易信息技术有限公司,https://top.chinaz.com/company/GaoSouYi.html,高搜易,IT/互联网/通信,广东,市值：1360.94万,(人民币)1360.9372万元 ,存续,有限责任公司,2013-11-19,,0.136094
深圳市脸萌科技有限公司,https://top.chinaz.com/company/LianMeng.html,脸萌,IT/互联网/通信,广东,市值：1.0万,(人民币)1.0000万元 ,存续,有限责任公司,2014-01-21,,0.0001
意真（上海）金融信息服务有限公司,https://top.chinaz.com/company/YiZhen.html,意真,金融,上海,市值：1000.0万,1000万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-06-03,,0.1
山东沂蒙晚报传媒有限公司,https://top.chinaz.com/company/YiMengWanBao.html,沂蒙晚报,广告/商务服务/文化传媒,山东,市值：1000.0万,1000万人民币 ,在营,其他有限责任公司,2010-11-30,,0.1
北京悠之季健身有限公司,https://top.chinaz.com/company/YouZhiJi.html,悠之季,其它,北京,市值：69.0万,10万元美元 ,存续（在营、开业、在册）,有限责任公司(外国自然人独资),2005-11-18,,0.0069
快乐蜂（中国）餐饮管理有限公司,https://top.chinaz.com/company/KuaiLeFeng.html,快乐蜂,旅游/酒店,上海,市值：2.98亿,4318.3624万美元 ,存续（在营、开业、在册）,有限责任公司(外国法人独资),2005-06-02,,2.98
永辉超市股份有限公司,https://top.chinaz.com/company/YongHuiChaoShi.html,永辉超市,零售/消费/食品,福建,市值：344.85亿,95.7亿元 ,存续（在营、开业、在册）,股份有限公司(台港澳与境内合资、上市),2001-04-13,A股,344.85
北京吉野家快餐有限公司,https://top.chinaz.com/company/JiYeJia.html,吉野家,旅游/酒店,北京,市值：1877.0万,1877万元人民币 ,开业,有限责任公司(台港澳合资),1997-06-16,,0.1877
云南白药集团股份有限公司,https://top.chinaz.com/company/YunNanBaiYao.html,云南白药,医疗健康,云南,市值：1024.02亿,10.41亿元 ,存续（在营、开业、在册）,股份有限公司(上市),1993-11-30,A股,1024.02
上海羽扇智信息科技有限公司,https://top.chinaz.com/company/ShangHaiYuShanZhi.html,上海羽扇智,IT/互联网/通信,上海,市值：10.0万,10万人民币 ,存续（在营、开业、在册）,有限责任公司,2012-08-27,,0.001
乐视体育文化产业发展（北京）有限公司,https://top.chinaz.com/company/LeShiTiYu.html,乐视体育,广告/商务服务/文化传媒,北京,市值：4.87亿,48709.6141万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2014-03-20,,4.87
广州七乐康药业连锁有限公司,https://top.chinaz.com/company/QiLeKang.html,七乐康,零售/消费/食品,广东,市值：1486.24万,1486.2375万 ,存续,其他有限责任公司,2010-01-12,,0.148624
深圳市蓝海华腾技术股份有限公司,https://top.chinaz.com/company/LanHaiHuaTeng.html,蓝海华腾,机械/制造/军工/贸易,广东,市值：38.69亿,1.04亿元 ,存续,上市股份有限公司,2006-02-05,A股,38.69
北京赛升药业股份有限公司,https://top.chinaz.com/company/SaiShengYaoYe.html,赛升药业,医疗健康,北京,市值：39.23亿,2.4亿元 ,开业,股份有限公司(上市、自然人投资或控股),1999-05-20,A股,39.23
山西东杰智能物流装备股份有限公司,https://top.chinaz.com/company/DongJieZhiNeng.html,东杰智能,机械/制造/军工/贸易,山西,市值：25.52亿,1.41亿元 ,存续（在营、开业、在册）,其他股份有限公司(上市),1995-12-14,A股,25.52
华自科技股份有限公司,https://top.chinaz.com/company/HuaZiKeJi.html,华自科技,其它,湖南,市值：34.29亿,2亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2009-09-25,A股,34.29
四川山鼎建筑工程设计股份有限公司,https://top.chinaz.com/company/ShanDingSheJi.html,山鼎设计,建设工程/房产服务,四川,市值：107.67亿,8320万元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2003-02-13,A股,107.67
上海润欣科技股份有限公司,https://top.chinaz.com/company/runxinkeji.html,润欣科技,IT/互联网/通信,上海,市值：79.98亿,3亿元 ,存续（在营、开业、在册）,股份有限公司(上市),2000-10-09,A股,79.98
上海超爱才金融信息服务有限公司,https://top.chinaz.com/company/ChaoAiCai.html,超爱才,金融,上海,市值：3000.0万,3000万人民币 ,存续（在营、开业、在册）,有限责任公司（法人独资）,2014-05-20,,0.3
成都新易盛通信技术股份有限公司,https://top.chinaz.com/company/XinYiSheng.html,新易盛,IT/互联网/通信,四川,市值：1011.39亿,7760万元 ,存续（在营、开业、在册）,股份有限公司(中外合资、上市),2008-04-15,A股,1011.39
张家港新美星德运机械有限公司,https://top.chinaz.com/company/XinMeiXingDeYun.html,新美星德运,机械/制造/军工/贸易,江苏,市值：600.0万,600万元人民币 ,"吊销,已注销",有限责任公司(台港澳与境内合资),2007-02-16,,0.06
吉林省金冠电气股份有限公司,https://top.chinaz.com/company/JinGuanDianQi.html,金冠电气,机械/制造/军工/贸易,吉林,市值：38.28亿,1.74亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2006-10-19,A股,38.28
广州有宠网络科技股份有限公司,https://top.chinaz.com/company/YouChongWangLuo.html,有宠网络,IT/互联网/通信,广东,市值：1000.0万,1000万 ,存续,股份有限公司,2015-05-05,,0.1
新疆思科瑞普信息技术有限公司,https://top.chinaz.com/company/SiKeRuiPu.html,思科瑞普,IT/互联网/通信,新疆,市值：110.0万,110万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2007-06-22,,0.011
上海汇航捷讯网络科技有限公司,https://top.chinaz.com/company/HuiHangJieXun.html,汇航捷讯,物流/仓储/运输,上海,市值：500.0万,500万人民币 ,存续（在营、开业、在册）,有限责任公司,2012-03-29,,0.05
湖南索商广告传媒有限公司,https://top.chinaz.com/company/HuNanSuoShang.html,湖南索商,广告/商务服务/文化传媒,湖南,市值：200.0万,200万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2012-07-23,,0.02
北京麦淘电子商务有限公司,https://top.chinaz.com/company/MaiTaoDianShang.html,麦淘电商,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2011-09-22,,0.01
长白朝鲜族自治县北疆硅藻土新材料科技有限公司,https://top.chinaz.com/company/BeiJiangGuiZaoTu.html,北疆硅藻土,能源/化工/矿业,,市值：5000.0万,5000万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2012-04-17,,0.5
中联京华文化传播（北京）有限公司,https://top.chinaz.com/company/ZhongLianJingHua.html,中联京华,广告/商务服务/文化传媒,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2005-06-24,,0.1
分享一下（北京）科技有限公司,https://top.chinaz.com/company/FenXiangYiXia.html,分享一下,IT/互联网/通信,北京,市值：37.95亿,55000万元美元 ,存续（在营、开业、在册）,有限责任公司(台港澳法人独资),2012-05-07,,37.95
安徽木森网络科技有限公司,https://top.chinaz.com/company/AnHuiMuSen.html,安徽木森,IT/互联网/通信,安徽,市值：100.0万,100万元 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-01-18,,0.01
时尚传媒有限公司,https://top.chinaz.com/company/ShiShangChuanMei.html,时尚传媒,广告/商务服务/文化传媒,北京,市值：5000.0万,5000万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2011-12-02,,0.5
晋城银行股份有限公司,https://top.chinaz.com/company/JinChengYinXing.html,晋城银行,金融,山西,市值：26.81亿,268134.956万元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2005-12-31,,26.81
福州伍壹调查网络科技有限公司,https://top.chinaz.com/company/WuYiDiaoCha.html,伍壹调查,IT/互联网/通信,福建,市值：120.0万,120.000000万人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2007-01-11,,0.012
上海锐马广告有限公司,https://top.chinaz.com/company/RuiMaGuangGao.html,锐马广告,广告/商务服务/文化传媒,上海,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司,2004-01-08,,0.01
罗山县优迅文化传媒有限公司,https://top.chinaz.com/company/YouXunWenHua.html,优迅文化,广告/商务服务/文化传媒,,市值：10.0万,10万元 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2015-07-16,,0.001
聚维（北京）科技有限公司,https://top.chinaz.com/company/JuWeiKeJi.html,聚维科技,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-01-27,,0.01
北京云币科技有限公司,https://top.chinaz.com/company/YunBiKeJi.html,云币科技,IT/互联网/通信,北京,市值：1000.0万,1000万元 ,开业,有限责任公司(自然人投资或控股),2015-05-11,,0.1
厦门简心智能科技有限公司,https://top.chinaz.com/company/JianXinZhiNeng.html,简心智能,IT/互联网/通信,福建,市值：50.0万,50.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-10-30,,0.005
浙江小泰科技有限公司,https://top.chinaz.com/company/XiaoTaiKeJi.html,小泰科技,金融,浙江,市值：5000.0万,5000.000000万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2014-04-29,,0.5
广东三优教育科技有限公司,https://top.chinaz.com/company/SanYouJiaoYu.html,三优教育,教育,广东,市值：1666.67万,1666.6667万 ,存续,有限责任公司(自然人投资或控股),2009-10-14,,0.166667
北京九强生物技术股份有限公司,https://top.chinaz.com/company/JiuQiangShengWu.html,九强生物,医疗健康,北京,市值：84.14亿,5.01亿元 ,开业,股份有限公司(中外合资、上市),2001-03-29,A股,84.14
潮州三环（集团）股份有限公司,https://top.chinaz.com/company/SanHuanJiTuan.html,三环集团,机械/制造/军工/贸易,广东,市值：709.88亿,17.28亿元 ,存续,股份有限公司(上市、自然人投资或控股),1992-12-10,A股,709.88
广东正业科技股份有限公司,https://top.chinaz.com/company/ZhengYeKeJi.html,正业科技,IT/互联网/通信,广东,市值：23.60亿,1.97亿元 ,存续,其他股份有限公司(上市),1997-11-14,A股,23.6
苏州试验仪器总厂,https://top.chinaz.com/company/SuZhouShiYan.html,苏州试验,机械/制造/军工/贸易,江苏,市值：1000.0万,1000万元人民币 ,在业,股份合作制,1980-11-29,,0.1
北京昆仑万维科技股份有限公司,https://top.chinaz.com/company/KunLunWanWei.html,昆仑万维,IT/互联网/通信,北京,市值：518.37亿,11.59亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2008-03-27,A股,518.37
北京浩丰创源科技股份有限公司,https://top.chinaz.com/company/HaoFengKeJi.html,浩丰科技,IT/互联网/通信,北京,市值：26.39亿,3.68亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2005-12-28,A股,26.39
广西博世科环保科技股份有限公司,https://top.chinaz.com/company/BoShiKe.html,博世科,其它,广西,市值：26.65亿,1.42亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),1999-04-13,A股,26.65
山东鲁亿通智能电气股份有限公司,https://top.chinaz.com/company/LuYiTong.html,鲁亿通,机械/制造/军工/贸易,山东,市值：34.21亿,1.08亿元 ,在营,股份有限公司(上市、自然人投资或控股),2003-12-11,A股,34.21
北京诚益通控制工程科技股份有限公司,https://top.chinaz.com/company/ChengYiTong.html,诚益通,机械/制造/军工/贸易,北京,市值：40.68亿,1.13亿元 ,存续（在营、开业、在册）,其他股份有限公司(上市),2003-07-22,A股,40.68
