count
6658
1969
496
463
427
136
104
98
86
80
46
39
37
34
29
28
26
17
17
16
15
13
11
8
5
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
