序号,Shape *,名称,方位,最近地铁站,直线距离,通行距离,步行时间（分钟）,骑行时间（分钟）,驾车（分钟）
963,点,锦秋家园,北963,西土城地铁站,280.198515,650.113911,10.83523185,2.16704637,1.898193018
964,点,门头馨园南区,东964,万安地铁站,1096.57528,1887.300808,31.45501347,6.291002693,2.130821358
965,点,北坞嘉园南里,南965,茶棚,732.260698,975.284047,16.25473412,3.250946823,2.068772979
966,点,门头馨园南区,西966,万安地铁站,1191.391129,2075.308125,34.58846875,6.91769375,2.291281754
967,点,门头馨村（北一区）,东967,万安,1776.366953,3482.268067,58.03780112,11.60756022,3.705899607
968,点,京香花园,西968,万安,1636.506089,3350.489769,55.84149615,11.16829923,3.298056019
969,点,北坞嘉园西里,南969,茶棚,632.669183,782.194771,13.03657952,2.607315903,1.978346216
970,点,塔院迎春园,南970,西土城地铁站,209.071692,216.514156,3.608569267,0.721713853,0.282807172
971,点,塔院迎春园,南971,西土城地铁站,316.799098,324.403148,5.406719133,1.081343827,0.390699093
972,点,北土城西路小区,南972,牡丹园地铁站,309.13982,563.175059,9.386250983,1.877250197,0.650397496
973,点,北坞嘉园南里,东973,茶棚,737.299521,1180.337805,19.67229675,3.93445935,2.478896877
974,点,大运村学生公寓,南974,知春路地铁站F,53.418651,98.834874,1.6472479,0.32944958,0.12433409
975,点,塔院迎春园,西975,西土城地铁站,372.297019,412.715603,6.878593383,1.375718677,0.557015763
976,点,邮科社区,东976,西土城地铁站,344.185194,422.430237,7.04050395,1.40810079,0.595875375
977,点,塔院消夏园,南977,牡丹园地铁站,568.029363,700.981047,11.68301745,2.33660349,0.761735383
978,点,北坞嘉园西里,西978,茶棚,617.917922,846.88561,14.11476017,2.822952033,1.843246234
979,点,永泰·自在香山,北979,万安地铁站,707.077507,1011.516368,16.85860613,3.371721227,1.02800372
980,点,门头馨村（北二区）,东980,万安,1344.178191,3048.157319,50.80262198,10.1605244,1.520495795
981,点,中国科学院东南小区,东981,知春里,347.247964,463.872546,7.7312091,1.54624182,0.456969764
982,点,门头馨园北区,南982,万安地铁站,963.366642,1768.538804,29.47564673,5.895129347,2.21133722
983,点,门头馨园东区,南983,万安地铁站,825.321356,1556.935712,25.94892853,5.189785707,1.788112119
984,点,大运村学生公寓,西984,知春路地铁站,116.401099,218.228613,3.63714355,0.72742871,0.243731563
985,点,北科塔院小区,东985,牡丹园地铁站,240.369458,332.414925,5.54024875,1.10804975,0.582930837
986,点,大运村学生公寓,东986,知春路地铁站,272.225287,379.516929,6.32528215,1.26505643,0.396979697
987,点,北坞嘉园西里,东987,茶棚,466.606283,554.374597,9.239576617,1.847915323,1.316268504
988,点,消夏东里,西988,牡丹园地铁站,495.210648,608.644545,10.14407575,2.02881515,0.783125502
989,点,邮科社区,东989,西土城地铁站,381.184438,525.577814,8.759630233,1.751926047,0.757891088
990,点,中国科学院东南小区,西990,海淀黄庄地铁站,401.766121,1043.403553,17.39005922,3.478011843,1.88800812
991,点,大运村学生公寓,北991,知春路地铁站,204.823845,291.145483,4.852424717,0.970484943,0.3300427
992,点,消夏东里,西992,牡丹园地铁站,509.138245,651.88437,10.8647395,2.1729479,0.846066206
993,点,北坞嘉园北里,南993,茶棚,416.828585,589.962679,9.832711317,1.966542263,1.471850948
994,点,北科塔院小区,北994,牡丹园地铁站,326.562669,453.63037,7.560506167,1.512101233,0.926199405
995,点,门头馨村（北一区）,北995,植物园地铁站,1656.408457,2800.014735,46.66691225,9.33338245,2.966247671
996,点,门头馨村（北一区）,北996,万安,1536.714282,3438.917111,57.31528518,11.46305704,2.363449032
997,点,门头馨村（北二区）,北997,万安,1536.714282,3438.917111,57.31528518,11.46305704,2.363449032
998,点,塔院迎春园,北998,西土城地铁站,491.129889,748.721558,12.47869263,2.495738527,0.888806445
999,点,塔院消夏园,北999,牡丹园地铁站,601.109943,779.316675,12.98861125,2.59772225,1.100937657
1000,点,金尚嘉园,西1000,牡丹园地铁站,295.119557,438.963886,7.316064767,1.463212953,0.687503458
1001,点,门头馨园北区,东1001,万安,760.083574,1907.399829,31.78999715,6.35799943,2.419862801
1002,点,中国科学院东南小区,西1002,海淀黄庄地铁站,473.748112,1150.166373,19.16943955,3.83388791,2.315073182
1003,点,中国科学院东南小区,东1003,知春里,462.323332,922.518131,15.37530218,3.075060437,2.07135162
1004,点,门头馨园北区,西1004,万安,958.927906,2172.537313,36.20895522,7.241791043,2.910390896
1005,点,邮科社区,西1005,西土城地铁站,375.075311,598.345634,9.972427233,1.994485447,1.456974763
1006,点,金尚嘉园,东1006,牡丹园地铁站,188.54471,266.815574,4.446926233,0.889385247,0.258413083
1007,点,塔院晴冬园,南1007,西土城地铁站,517.239306,728.48527,12.14142117,2.428284233,1.101676316
1008,点,香山清琴山庄,西1008,植物园地铁站,1546.66349,2527.688471,42.12814118,8.425628237,3.787232461
1009,点,香山清琴山庄,东1009,万安,1202.035707,4511.671406,75.19452343,15.03890469,5.641683916
1010,点,中坞新村,北1010,颐和园西门,678.350954,1142.475271,19.04125452,3.808250903,1.264049693
1011,点,北坞嘉园西里,北1011,茶棚,372.341067,498.954242,8.315904033,1.663180807,1.152357143
1012,点,中国科学院东南小区,西1012,海淀黄庄地铁站,515.440902,1110.951891,18.51586485,3.70317297,2.379399206
1013,点,金尚嘉园,北1013,牡丹园地铁站,341.777115,492.82548,8.213758,1.6427516,0.409090242
1014,点,塔院二轻宿舍,西1014,牡丹园地铁站,616.779254,848.085569,14.13475948,2.826951897,1.238479282
1015,点,中国科学院东南小区,东1015,知春里,519.043206,719.506658,11.99177763,2.398355527,0.968254317
1016,点,花园路小区,东1016,牡丹园地铁站,411.52691,588.055619,9.800926983,1.960185397,0.768709646
1017,点,北坞嘉园北里,东1017,茶棚,461.935621,842.326444,14.03877407,2.807754813,1.802846638
1018,点,红旗村-6号院,东1018,香山地铁站,1534.538922,1931.382736,32.18971227,6.437942453,4.051802482
1019,点,中国科学院东南小区,东1019,知春里,555.04729,775.533552,12.9255592,2.58511184,1.113895528
1020,点,塔院晴冬园,东1020,西土城地铁站,642.482813,918.407178,15.3067863,3.06135726,1.380276864
1021,点,北坞嘉园北里,北1021,茶棚,212.717942,441.127683,7.35212805,1.47042561,1.000415996
1022,点,塔院晴冬园,北1022,西土城地铁站,646.665862,961.423671,16.02372785,3.20474557,1.44460922
1023,点,塔院朗秋园,西1023,西土城地铁站,690.761568,988.07547,16.4679245,3.2935849,1.380496528
1024,点,塔院朗秋园,东1024,牡丹园地铁站,710.168294,991.162729,16.51937882,3.303875763,1.438547614
1025,点,新科祥园,南1025,中关村地铁站,653.381522,923.277842,15.38796403,3.077592807,1.428126052
1026,点,邮科社区,北1026,西土城地铁站,566.639331,824.374143,13.73956905,2.74791381,1.431740016
1027,点,花园路小区,北1027,牡丹园地铁站,571.650734,821.928435,13.69880725,2.73976145,1.002747972
1028,点,香山清琴山庄,北1028,植物园地铁站,1277.101981,2457.060359,40.95100598,8.190201197,3.608366249
1029,点,花园北路35号院,南1029,牡丹园地铁站,469.504657,577.552714,9.625878567,1.925175713,0.624119092
1030,点,北极寺小区,南1030,牡丹园地铁站,482.574523,611.34001,10.18900017,2.037800033,0.749689836
1031,点,新科祥园,东1031,中关村地铁站,626.838575,1139.865294,18.9977549,3.79955098,1.86131472
1032,点,新科祥园,东1032,中关村地铁站,629.514122,1225.495027,20.42491712,4.084983423,2.087724456
1033,点,回民公寓,北1033,植物园地铁站,1114.153634,2139.351295,35.65585492,7.131170983,3.363758029
1034,点,新科祥园,北1034,中关村地铁站,635.262424,1072.125785,17.86876308,3.573752617,1.907562591
1035,点,花园东路3号院,东1035,牡丹园地铁站,792.920891,793.186529,13.21977548,2.643955097,0.650833158
1036,点,北极寺小区,西1036,牡丹园地铁站,831.951321,856.64388,14.277398,2.8554796,0.733264667
1037,点,花园东路3号院,北1037,牡丹园地铁站,833.303166,833.441724,13.8906954,2.77813908,0.731345686
1038,点,海淀路社区,南1038,中关村地铁站,272.289392,341.733672,5.6955612,1.13911224,0.611587551
1039,点,海淀路社区,南1039,中关村地铁站,336.333961,407.563381,6.792723017,1.358544603,0.743251567
1040,点,海淀路社区,北1040,中关村地铁站,303.087733,421.432316,7.023871933,1.404774387,0.775641244
1041,点,展春园小区,南1041,五道地铁站南口,788.573361,1160.462328,19.3410388,3.86820776,1.105594277
1042,点,展春园小区,西1042,五道地铁站南口,718.327857,1043.153614,17.38589357,3.477178713,1.011511885
1043,点,龙湖唐宁one,南1043,五道地铁站南口,609.325522,858.635239,14.31058732,2.862117463,0.761298387
1044,点,志新村小区,西1044,牡丹园地铁站,1109.778869,1895.791862,31.59653103,6.319306207,2.909144575
1045,点,龙湖唐宁one,东1045,五道地铁站南口,505.759128,719.52198,11.992033,2.3984066,0.723494765
1046,点,芙蓉里小区,西1046,万泉河桥地铁站,315.20577,378.449944,6.307499067,1.261499813,0.316181171
1047,点,香邑山,东1047,香山地铁站入,637.800591,1049.344378,17.48907297,3.497814593,3.365095682
1048,点,燕归园,西1048,五道地铁站南口,666.638515,1011.085641,16.85142735,3.37028547,1.127064063
1049,点,龙湖唐宁one,西1049,五道地铁站南口,546.890399,816.427125,13.60711875,2.72142375,0.609602904
1050,点,展春园小区,北1050,五道地铁站南口,682.358383,1079.999743,17.99999572,3.599999143,2.064574354
1051,点,植物所家属院,西1051,植物园地铁站,594.283932,889.440523,14.82400872,2.964801743,1.598255017
1052,点,志新村小区,东1052,牡丹园地铁站,1193.761793,1201.322257,20.02203762,4.004407523,0.696761032
1053,点,五道口嘉园,东1053,五道地铁站南口,463.878733,668.042638,11.13404397,2.226808793,0.568141652
1054,点,健翔园,东1054,牡丹园地铁站,1322.327689,1709.904461,28.49840768,5.699681537,1.459520071
1055,点,东升园公寓,东1055,五道地铁站南口,353.862951,439.313058,7.3218843,1.46437686,0.441986913
1056,点,龙湖唐宁one,北1056,五道地铁站南口,413.354784,647.628171,10.79380285,2.15876057,0.801834982
1057,点,燕归园,西1057,五道地铁站南口,600.850002,1595.918672,26.59864453,5.319728907,2.857000763
1058,点,志新村小区,东1058,北沙滩地铁站,1264.35889,1914.008187,31.90013645,6.38002729,1.02137112
1059,点,中关村北二条甲1号院,西1059,五道地铁站南口,592.523049,1595.918672,26.59864453,5.319728907,2.857000763
1060,点,中关村北二条甲1号院,东1060,五道地铁站南口,509.267827,718.957084,11.98261807,2.396523613,0.545394879
1061,点,卧虎桥甲6号院 十五所社区,南1061,北沙滩地铁站,1211.786295,1852.095523,30.86825872,6.173651743,0.988361783
1062,点,东升园公寓,北1062,五道地铁站南口,333.561346,522.080608,8.701343467,1.740268693,1.095682043
1063,点,卧虎桥甲6号院,东1063,北沙滩地铁站,1250.539511,1682.908606,28.04847677,5.609695353,1.71602284
1064,点,健翔园,西1064,北沙滩地铁站,1247.55689,1681.164351,28.01940585,5.60388117,1.709045909
1065,点,芙蓉里小区,北1065,万泉河桥地铁站,547.16908,717.099792,11.9516632,2.39033264,1.040530928
1066,点,水清木华园,西1066,五道地铁站南口,905.887797,1094.358379,18.23930632,3.647861263,1.070313963
1067,点,志新村小区,西1067,学院桥,1104.081875,1389.512144,23.15853573,4.631707147,1.798387016
1068,点,颐东苑,南1068,西园地铁站,841.028081,1312.762085,21.87936808,4.375873617,2.374804918
1069,点,芙蓉里东区,北1069,万泉河桥地铁站,562.406921,868.044757,14.46741262,2.893482523,1.310595561
1070,点,中关村北二条甲1号院,北1070,五道地铁站南口,539.729067,788.861222,13.14768703,2.629537407,0.62400876
1071,点,卧虎桥甲6号院 十五所社区,西1071,北沙滩地铁站,1152.68625,1792.597908,29.8766318,5.97532636,0.95861208
1072,点,五道口嘉园,北1072,五道地铁站南口,235.972121,355.416351,5.92360585,1.18472117,0.351563151
1073,点,五道口嘉园,北1073,五道地铁站南口,300.83338,438.382431,7.30637385,1.46127477,0.338474615
1074,点,卧虎桥甲6号院,北1074,北沙滩地铁站,1174.671918,1624.431263,27.07385438,5.414770877,1.482107512
1075,点,卧虎桥甲6号院 十五所社区,东1075,北沙滩地铁站,1154.798903,1673.371185,27.88951975,5.57790395,1.677872554
1076,点,水清木华园,北1076,五道地铁站南口,784.120264,991.712994,16.5285499,3.30570998,0.760957724
1077,点,科馨社区,南1077,五道地铁站南口,802.79045,1013.289942,16.8881657,3.37763314,0.847268194
1078,点,颐东苑,西1078,西园地铁站,849.775997,1573.628794,26.22714657,5.245429313,2.095269714
1079,点,华清嘉园,东1079,五道地铁站南口,148.593817,232.568813,3.876146883,0.775229377,0.232575674
1080,点,颐东苑,东1080,西园地铁站,710.113104,795.367475,13.25612458,2.651224917,1.340163932
1081,点,三才堂甲62号院,东1081,五道地铁站南口,544.458622,681.7635,11.362725,2.272545,0.552608141
1082,点,华清嘉园,西1082,五道地铁站南口,251.971658,412.557747,6.87596245,1.37519249,0.82201278
1083,点,三才堂甲62号院,西1083,五道地铁站南口,671.479036,758.774273,12.64623788,2.529247577,0.886548468
1084,点,科馨社区,西1084,五道地铁站南口,866.268352,951.817875,15.86363125,3.17272625,0.785224148
1085,点,志新北里小区,西1085,北沙滩地铁站,1085.987565,1537.936397,25.63227328,5.126454657,1.542076579
1086,点,科馨社区,东1086,五道地铁站南口,704.932627,750.333204,12.5055534,2.50111068,0.852783139
1087,点,志新北里小区,东1087,北沙滩地铁站,1015.922144,1693.372926,28.2228821,5.64457642,0.981766516
1088,点,华清嘉园,东1088,五道地铁站南口,64.305041,127.625902,2.127098367,0.425419673,0.127629724
1089,点,科馨社区,北1089,五道地铁站南口,782.96815,792.372088,13.20620147,2.641240293,0.597981687
1090,点,颐东苑,东1090,西园地铁站,578.786293,664.991138,11.08318563,2.216637127,1.079401873
1091,点,华清嘉园,北1091,五道地铁站南口,116.520328,125.712108,2.0952018,0.41904036,0.125715743
1092,点,蓝旗营教师住宅区,南1092,北京大学东门地铁站,665.643753,897.209692,14.95349487,2.990698973,1.652038479
1093,点,志新北里小区,东1093,北沙滩地铁站,892.593627,1538.232719,25.63721198,5.127442397,0.833478665
1094,点,蓝旗营教师住宅区,东1094,北京大学东门地铁站,864.309438,1144.240383,19.07067305,3.81413461,2.019671136
1095,点,志新北里小区,北1095,北沙滩地铁站,877.405387,1423.910335,23.73183892,4.746367783,1.240225931
1096,点,志新北里小区,北1096,北沙滩地铁站,853.672032,1506.778136,25.11296893,5.022593787,1.074485922
1097,点,二里庄,南1097,北沙滩地铁站,780.843127,1456.031799,24.26719665,4.85343933,0.958252751
1098,点,二里庄,南1098,北沙滩地铁站,767.111665,1608.788032,26.81313387,5.362626773,1.472268944
1099,点,煤厂街27号院东院,西1099,香山地铁站出,517.68305,916.821696,15.2803616,3.05607232,1.948575847
1100,点,王庄路小区,东1100,五道地铁站,245.448478,382.026683,6.367111383,1.273422277,0.568283984
1101,点,煤厂街27号院西院,东1101,香山地铁站出,535.745378,906.262446,15.1043741,3.02087482,1.901648983
1102,点,煤厂街27号院西院,北1102,香山地铁站出,641.65949,929.098709,15.48497848,3.096995697,1.742835571
1103,点,颐东苑,北1103,西园地铁站,405.924742,1164.308794,19.40514657,3.881029313,2.288248117
1104,点,西王庄小区,东1104,五道地铁站,264.100259,340.901483,5.681691383,1.136338277,0.247879521
1105,点,二里庄,北1105,北沙滩地铁站,633.156966,1310.947398,21.8491233,4.36982466,2.635785975
1106,点,西王庄小区,东1106,五道地铁站,295.865615,371.907608,6.198460133,1.239692027,0.278886544
1107,点,王庄路27号院,东1107,五道地铁站,354.329031,551.023736,9.183728933,1.836745787,0.944165558
1108,点,西王庄小区,东1108,五道地铁站,330.927556,407.135275,6.785587917,1.357117583,0.314115192
1109,点,二里庄,北1109,北沙滩地铁站,575.145596,1192.807222,19.88012037,3.976024073,2.163213034
1110,点,西王庄小区,东1110,五道地铁站,367.370249,443.715894,7.3952649,1.47905298,0.350696826
1111,点,王庄路15号院,东1111,清华东路西地铁站,407.148885,517.149199,8.619153317,1.723830663,0.970290297
1112,点,御香山,西1112,植物园地铁站,381.433614,544.624934,9.077082233,1.815416447,1.582116179
1113,点,龙湖颐和原著,西1113,西园地铁站,545.332106,936.045149,15.60075248,3.120150497,0.832020013
1114,点,龙湖颐和原著,东1114,西园地铁站,100.08443,298.467626,4.974460433,0.994892087,0.38464582
1115,点,龙湖颐和原著,南1115,西园地铁站,305.490797,671.123065,11.18538442,2.237076883,0.655398779
1116,点,王庄路18号院,南1116,清华东路西地铁站,376.739406,516.081097,8.601351617,1.720270323,1.016005173
1117,点,二里庄-邮电大学宿舍,东1117,北沙滩地铁站,436.884789,1236.751087,20.61251812,4.122503623,2.521185121
1118,点,二里庄小区,西1118,北沙滩地铁站,526.186252,673.328088,11.2221348,2.24442696,1.058390416
1119,点,二里庄小区,西1119,北沙滩地铁站,483.251942,627.009245,10.45015408,2.090030817,0.965750342
1120,点,二里庄-邮电大学宿舍,西1120,北沙滩地铁站,420.924452,1129.691934,18.8281989,3.76563978,2.092937404
1121,点,西王庄小区,东1121,清华东路西地铁站,306.439312,431.833845,7.19723075,1.43944615,0.407470259
1122,点,西王庄小区,东1122,清华东路西地铁站,258.698936,372.378068,6.206301133,1.241260227,0.34801252
1123,点,二里庄小区,北1123,北沙滩地铁站,390.840463,524.323967,8.738732783,1.747746557,0.760374396
1124,点,东王庄小区,西1124,清华东路西地铁站,165.467642,257.572449,4.29287415,0.85857483,0.527618057
1125,点,东王庄小区,东1125,清华东路西地铁站,521.661133,842.009024,14.03348373,2.806696747,1.286667133
1126,点,照澜院,东1126,清华东路西地铁站,1016.814292,1156.613823,19.27689705,3.85537941,1.106083272
1127,点,御园,东1127,颐和园西门地铁站,1611.792006,2047.092638,34.11821063,6.823642127,3.165630677
1128,点,照澜院,南1128,清华东路西地铁站,1102.122034,1246.46303,20.77438383,4.154876767,1.165984673
1129,点,御园,西1129,颐和园西门地铁站,1786.785357,2373.270364,39.55450607,7.910901213,3.192173411
1130,点,富润家园,东1130,六道地铁站,89.480631,185.976526,3.099608767,0.619921753,0.211216221
1131,点,东王庄小区,北1131,清华东路西地铁站,262.255115,509.762103,8.49603505,1.69920701,0.753989793
1132,点,东王庄小区,北1132,清华东路西地铁站,491.643415,717.707436,11.9617906,2.39235812,0.813266534
1133,点,东王庄小区,东1133,六道地铁站,286.068448,314.514695,5.241911583,1.048382317,0.3566721
1134,点,富润家园,北1134,六道地铁站,36.04281,34.479622,0.574660367,0.114932073,0.06896131
1135,点,清华东路27号院,南1135,六道地铁站,134.613417,134.615816,2.243596933,0.448719387,0.134619654
1136,点,清华东路27号院,东1136,六道地铁站,76.078521,92.529081,1.54215135,0.30843027,0.063880695
1137,点,大有庄,南1137,北宫门地铁站,406.125038,436.448907,7.27414845,1.45482969,0.315422179
1138,点,大有庄,南1138,北宫门地铁站,213.036728,226.025543,3.767092383,0.753418477,0.15068916
1139,点,清华东路27号院,西1139,六道地铁站,258.841327,372.395073,6.20658455,1.24131691,0.521113122
1140,点,大有庄,西1140,北宫门地铁站,259.707781,335.547712,5.592461867,1.118492373,0.223706763
1141,点,北林家属区,南1141,清华东路西地铁站,423.183626,891.665045,14.86108408,2.972216817,2.132479008
1142,点,静淑苑,西1142,六道地铁站,445.423092,733.019216,12.21698693,2.443397387,1.109660903
1143,点,静淑苑,东1143,六道地铁站,372.81367,511.75024,8.529170667,1.705834133,0.390586427
1144,点,遗光寺-2号院,北1144,安河桥北,1670.743203,2407.315224,40.1219204,8.02438408,4.203574964
1145,点,遗光寺-2号院,北1145,安河桥北,1581.551023,2326.891451,38.78152418,7.756304837,4.166416669
1146,点,遗光寺3号院 军科院家属区,北1146,安河桥北,1224.117536,1918.213488,31.9702248,6.39404496,3.695148381
1147,点,静淑苑,东1147,六道地铁站,482.757358,649.212485,10.82020808,2.164041617,0.616357503
1148,点,北林家属区,东1148,清华东路西地铁站,676.973393,1048.530584,17.47550973,3.495101947,2.039579604
1149,点,厢红旗四号院,西1149,安河桥北,1258.227934,2089.94286,34.832381,6.9664762,3.764494688
1150,点,北京大学燕北园,南1150,北宫门地铁站,900.828318,1242.752402,20.71254003,4.142508007,2.125336413
1151,点,静淑苑,北1151,六道地铁站,644.522797,759.515908,12.65859847,2.531719693,0.695226048
1152,点,柏儒苑,南1152,六道地铁站,801.052686,1097.074164,18.2845694,3.65691388,1.084318823
1153,点,大华花园别墅,东1153,六道地铁站,675.583956,728.059899,12.13433165,2.42686633,0.61836115
1154,点,双清路18号院 半导体研究所家属区,西1154,清华东路西地铁站,823.916228,963.601667,16.06002778,3.212005557,1.688940777
1155,点,柏儒苑,西1155,清华东路西地铁站,918.049392,1140.35751,19.0059585,3.8011917,2.105770942
1156,点,柏儒苑,西1156,学清,939.891657,1653.130533,27.55217555,5.51043511,2.097656357
1157,点,北京大学燕北园,东1157,北宫门地铁站,1104.207419,1536.794232,25.6132372,5.12264744,2.126264404
1158,点,柏儒苑,北1158,学清,885.290928,1714.39426,28.57323767,5.714647533,2.399713669
1159,点,清华大学西北小区,南1159,圆明园地铁站,1472.620006,2141.711084,35.69518473,7.139036947,1.840748259
1160,点,双清苑小区,南1160,学清,1075.94539,1294.451288,21.57418813,4.314837627,1.810143232
1161,点,圆明园西路51号院,南1161,农大南路地铁站,1027.019157,1197.780136,19.96300227,3.992600453,1.794157392
1162,点,荷清苑教师住宅区,南1162,圆明园地铁站,1670.507729,2409.497378,40.15828963,8.031657927,1.740122265
1163,点,双清苑小区,南1163,学清,1059.587443,1238.688114,20.6448019,4.12896038,1.964685686
1164,点,清华大学西北小区,西1164,圆明园地铁站,1474.550477,2109.169796,35.15282993,7.030565987,1.2599914
1165,点,圆明园西路51号院,东1165,农大南路地铁站,970.994564,1002.540935,16.70901558,3.341803117,1.180066199
1166,点,荷清苑教师住宅区,东1166,清华东路西地铁站,1742.279023,2448.707852,40.81179753,8.162359507,2.215100515
1167,点,学知园,北1167,学清,413.974272,558.339449,9.305657483,1.861131497,0.783923827
1168,点,学清苑,南1168,学清,365.807702,515.706334,8.595105567,1.719021113,0.954461122
1169,点,学清苑,南1169,学清,306.731227,424.795337,7.079922283,1.415984457,0.739901934
1170,点,清华大学西北小区,北1170,圆明园地铁站,1640.982777,2366.09432,39.43490533,7.886981067,1.413528198
1171,点,荷清苑教师住宅区,北1171,圆明园地铁站,1814.043411,2598.254144,43.30423573,8.660847147,1.614280524
1172,点,逸城东苑,东1172,学清,231.27517,239.544632,3.992410533,0.798482107,0.130765359
1173,点,裕褀隆园,南1173,安河桥北,294.211943,316.417528,5.273625467,1.054725093,0.507416592
1174,点,厢白旗甲-1号院,南1174,圆明园地铁站,1721.551701,2451.892609,40.86487682,8.172975363,2.086841465
1175,点,竹溪园,东1175,学清,632.119926,1658.729496,27.6454916,5.52909832,3.094761052
1176,点,厢白旗甲-1号院,南1176,圆明园地铁站,1754.928134,2502.302472,41.7050412,8.34100824,2.221244454
1177,点,逸城东苑,东1177,学清,185.467713,211.06355,3.517725833,0.703545167,0.128087052
1178,点,厢白旗甲2号院,南1178,圆明园地铁站,1700.634219,2596.905445,43.28175742,8.656351483,2.231859015
1179,点,竹溪园,北1179,学清,514.775971,583.019302,9.716988367,1.943397673,0.932767672
1180,点,逸城东苑,西1180,学清,364.570333,473.922419,7.898706983,1.579741397,1.197261027
1181,点,裕褀隆园,西1181,安河桥北,247.672189,283.518289,4.725304817,0.945060963,0.44501255
1182,点,褐石园,南1182,圆明园地铁站,1837.712499,2614.069406,43.56782343,8.713564687,1.969739302
1183,点,双清苑小区,东1183,学清,642.736919,694.562392,11.57603987,2.315207973,1.290616427
1184,点,北京大学肖家河教工住宅四区,东1184,安河桥北,522.678731,625.85059,10.43084317,2.086168633,1.125552411
1185,点,建清园南区,东1185,学清,344.082521,407.287722,6.7881287,1.35762574,0.930714693
1186,点,大有北里,南1186,农大南路地铁站,696.512837,1173.18181,19.55303017,3.910606033,1.368421649
1187,点,裕褀隆园,西1187,安河桥北,321.263563,370.713,6.17855,1.23571,0.619408473
1188,点,双清苑小区,北1188,学清,859.844646,871.875139,14.53125232,2.906250463,1.4832725
1189,点,北京大学肖家河教工住宅一区,南1189,农大南路地铁站,585.816351,767.873793,12.79789655,2.55957931,1.167531325
1190,点,双清苑小区,北1190,学清,729.521863,748.056497,12.46760828,2.493521657,1.358132085
1191,点,学清苑,西1191,学清,127.725401,165.636363,2.76060605,0.55212121,0.278787879
1192,点,双泉堡125号院,北1192,学清,455.709036,492.770233,8.212837217,1.642567443,0.571761282
1193,点,北京大学肖家河教工住宅四区,北1193,安河桥北,468.034247,614.896306,10.24827177,2.049654353,1.107793922
1194,点,褐石园,西1194,圆明园地铁站,1792.982393,2984.857944,49.7476324,9.94952648,3.452941137
1195,点,逸城东苑,北1195,学清,167.638799,173.461738,2.891028967,0.578205793,0.329919701
1196,点,城建四公司宿舍,南1196,学清,1176.320225,1190.207121,19.83678535,3.96735707,1.797854021
1197,点,北京大学肖家河教工住宅三区,南1197,安河桥北,483.600733,615.638121,10.26063535,2.05212707,1.109277574
1198,点,八家嘉园,南1198,学清,775.407375,789.219072,13.1536512,2.63073024,1.375519911
1199,点,八家嘉园,南1199,学清,660.710908,674.538821,11.24231368,2.248462737,1.260658393
1200,点,建清园北区,南1200,学清,337.052381,341.58739,5.693123167,1.138624633,0.694433389
1201,点,清林苑,南1201,学清,442.801234,443.08536,7.384756,1.4769512,0.414266857
1202,点,圆明园东里,南1202,上地地铁站西,1846.248344,2441.548779,40.69247965,8.13849593,2.587654457
1203,点,北京大学肖家河教工住宅一区,西1203,农大南路地铁站,414.755449,755.420456,12.59034093,2.518068187,1.341185921
1204,点,北京体育大学颐清园小区,南1204,上地地铁站西,1824.084501,2531.355822,42.1892637,8.43785274,2.946894197
1205,点,北京大学肖家河教工住宅三区,北1205,安河桥北,566.631663,725.69887,12.09498117,2.418996233,1.329407706
1206,点,惠博嘉园,南1206,学清,361.308075,856.897392,14.2816232,2.85632464,1.881005856
1207,点,大有北里,北1207,农大南路地铁站,595.769445,1016.925789,16.94876315,3.38975263,1.905769942
1208,点,西山庭院,南1208,安河桥北,619.505524,776.049278,12.93415463,2.586830927,1.430112032
1209,点,大有北里,北1209,农大南路地铁站,464.663718,875.67692,14.59461533,2.918923067,1.581707849
1210,点,八家嘉园,东1210,学清,535.06617,810.150126,13.5025021,2.70050042,1.098133352
1211,点,八家嘉园,西1211,学清,962.028637,1202.137891,20.03563152,4.007126303,2.558740412
1212,点,北京大学肖家河教工住宅一区,北1212,农大南路地铁站,313.309738,493.823927,8.230398783,1.646079757,0.834617987
1213,点,正黄旗西区,南1213,农大南路地铁站,274.850801,481.298983,8.021649717,1.604329943,0.778869878
1214,点,惠博嘉园,北1214,学清,508.469104,789.078179,13.15130298,2.630260597,1.154537788
1215,点,北京大学肖家河教工住宅二区,东1215,农大南路地铁站,239.90662,547.527957,9.12546595,1.82509319,1.095096716
1216,点,北京体育大学颐清园小区,北1216,上地地铁站西,1632.698362,1938.60259,32.31004317,6.462008633,2.435156648
1217,点,西山庭院,北1217,安河桥北,767.118552,964.851853,16.08086422,3.216172843,1.807731923
1218,点,圆明园花园别墅,南1218,农大南路地铁站,660.156286,1044.085747,17.40142912,3.480285823,1.938729613
1219,点,西山庭院,北1219,农大南路地铁站,508.704999,823.562032,13.72603387,2.745206773,1.536929631
1220,点,圆明园花园别墅,南1220,农大南路地铁站,773.211772,1189.163061,19.81938435,3.96387687,1.377152895
1221,点,北京大学肖家河教工住宅二区,北1221,农大南路地铁站,281.289691,566.826959,9.447115983,1.889423197,1.13369633
1222,点,正黄旗东区,西1222,农大南路地铁站,200.614894,234.031701,3.90052835,0.78010567,0.343535898
1223,点,正黄旗西区,北1223,农大南路地铁站,146.699758,453.426528,7.5571088,1.51142176,0.939214941
