序号,Shape *,名称,方位,最近地铁站,直线距离,通行距离,步行时间（分钟）,骑行时间（分钟）,驾车（分钟）
415,点,永定路甲4号院,西415,海淀五路居地铁站,647.568504,883.424855,14.72374758,2.944749517,0.955121449
416,点,恩济庄57号院,南416,海淀五路居地铁站,632.0396,832.745118,13.8790853,2.77581706,1.628434715
417,点,圣华里,西417,廖公庄地铁站,1020.20938,1127.254031,18.78756718,3.757513437,1.026576401
418,点,增光路43号院,西418,花园桥地铁站,635.924746,957.880872,15.9646812,3.19293624,1.833720996
419,点,王致和社区,西419,田村地铁站,518.75358,660.010625,11.00017708,2.200035417,0.690428429
420,点,兰德华庭,西420,田村地铁站,318.711578,583.038804,9.7173134,1.94346268,0.536478302
421,点,圣华里,东421,田村地铁站,772.218799,1117.098217,18.61830362,3.723660723,0.922414776
422,点,永安东里小区东院,南422,海淀五路居地铁站,515.669834,685.575852,11.4262642,2.28525284,1.348256517
423,点,永达逸家,北423,田村地铁站,179.079618,227.107435,3.785123917,0.757024783,0.427219061
424,点,永达逸家,北424,田村地铁站,97.880112,207.332725,3.455545417,0.691109083,0.114630854
425,点,田村路甲56号院,北425,田村地铁站,97.880112,207.332725,3.455545417,0.691109083,0.114630854
426,点,永定路甲4号院,北426,海淀五路居地铁站,516.602454,759.896455,12.66494092,2.532988183,0.708055253
427,点,西山国际城,北427,廖公庄地铁站,396.823186,523.65883,8.727647167,1.745529433,0.520450795
428,点,永安东里西院,南428,海淀五路居地铁站,432.987866,556.962616,9.282710267,1.856542053,1.091020423
429,点,雅世合金公寓,北429,海淀五路居地铁站,892.029962,1197.716125,19.96193542,3.992387083,1.093633064
430,点,雪芳里,西430,田村地铁站,511.721304,653.427063,10.89045105,2.17809021,0.677260561
431,点,大苑海淀名著1期,西431,田村地铁站,743.385627,969.811475,16.16352458,3.232704917,0.750047499
432,点,雪芳里,东432,田村地铁站,351.216004,546.362606,9.106043433,1.821208687,0.463122702
433,点,圣华里,西433,廖公庄地铁站,989.887499,1070.448748,17.84081247,3.568162493,0.912961204
434,点,乐府江南小区,北434,田村地铁站,736.891021,761.41652,12.69027533,2.538055067,0.870046299
435,点,八里庄北里,西435,慈寿寺地铁站I,560.855711,768.45082,12.80751367,2.561502733,0.950959157
436,点,田村路甲56号院,西436,田村,38.960121,33.384124,0.556402067,0.111280413,0.022840772
437,点,田村路48号院,北437,田村地铁站,334.349822,425.133712,7.085561867,1.417112373,0.823287767
438,点,正源定慧福里-北区,东438,海淀五路居地铁站,308.456728,532.056632,8.867610533,1.773522107,0.573821262
439,点,兰德华庭,北439,田村地铁站,234.494337,287.328424,4.788807067,0.957761413,0.546487202
440,点,田村路48号院,北440,田村地铁站,231.928532,321.793617,5.36322695,1.07264539,0.616599167
441,点,田村路甲56号院,北441,田村地铁站,75.793092,156.92593,2.615432167,0.523086433,0.286850465
442,点,瑞新里小区,南442,海淀五路居地铁站,381.015513,562.202897,9.370048283,1.874009657,1.101501318
443,点,大苑海淀名著1期,北443,田村地铁站,635.026272,770.88482,12.84808033,2.569616067,0.850608161
444,点,田村39号院,南444,田村地铁站,706.898632,708.802361,11.81337268,2.362674537,0.800063333
445,点,圣华里,北445,田村地铁站,995.442151,1132.894035,18.88156725,3.77631345,1.037203628
446,点,瑞新里小区,南446,海淀五路居地铁站,335.49173,362.40215,6.040035833,1.208007167,1.109762236
447,点,永安东里西院,南447,海淀五路居地铁站,335.49173,362.40215,6.040035833,1.208007167,1.109762236
448,点,碧桐园,南448,廖公庄地铁站,329.304036,723.445621,12.05742702,2.411485403,0.848314517
449,点,天合家园,南449,田村地铁站,178.094031,177.988551,2.96647585,0.59329517,0.35599144
450,点,中国房子小区,南450,田村地铁站,181.245652,190.206566,3.170109433,0.634021887,0.257812755
451,点,景宜里小区,南451,田村地铁站,85.277185,85.574415,1.42624025,0.28524805,0.171155955
452,点,田村小区,南452,田村地铁站,23.01769,21.912755,0.365212583,0.073042517,0.043827228
453,点,宏远家园,南453,田村地铁站,446.012065,447.010028,7.450167133,1.490033427,0.500317997
454,点,八里庄路61号院,西454,海淀五路居地铁站,261.103511,586.337915,9.772298583,1.954459717,1.136140305
455,点,正源定慧福里-北区,北455,海淀五路居地铁站,241.750176,582.377984,9.706299733,1.941259947,1.151980813
456,点,华瞰墨园,西456,田村地铁站,566.434567,588.170244,9.8028374,1.96056748,0.516799832
457,点,大苑海淀府,西457,廖公庄地铁站,1012.273346,1072.608663,17.87681105,3.57536221,0.952557474
458,点,碧桐园,东458,廖公庄地铁站,215.645337,622.299878,10.37166463,2.074332927,0.646014206
459,点,畅茜园馥霞里,南459,廖公庄地铁站,990.5065,1059.890108,17.66483513,3.532967027,0.927119062
460,点,畅茜园馥霞里,西460,廖公庄地铁站,911.237744,1035.8213,17.26368833,3.452737667,0.878979543
461,点,田村路23号院,西461,海淀五路居地铁站,927.040441,1397.305722,23.2884287,4.65768574,1.400033333
462,点,八里庄路61号院,东462,海淀五路居地铁站,206.315327,246.442824,4.1073804,0.82147608,0.869230641
463,点,恩济里小区,东463,慈寿寺地铁站I,541.659784,1094.552816,18.24254693,3.648509387,1.65426879
464,点,八里庄北里,西464,慈寿寺地铁站I,436.31955,591.400363,9.856672717,1.971334543,0.596845365
465,点,半壁店甲-59号院,东465,田村地铁站,665.277359,682.689048,11.3781508,2.27563016,0.61132222
466,点,八里庄路61号院,北466,海淀五路居地铁站,158.78174,201.768464,3.362807733,0.672561547,0.690526428
467,点,半壁店甲-59号院,西467,田村地铁站,580.296507,715.547385,11.92578975,2.38515795,0.644181891
468,点,恩济里小区,西468,海淀五路居地铁站,659.672433,770.87876,12.84797933,2.569595867,0.621612117
469,点,田村路19号院,北469,海淀五路居地铁站,610.923831,1229.726531,20.49544218,4.099088437,0.839377939
470,点,锦绣大地公寓,北470,廖公庄地铁站,351.261621,475.661342,7.927689033,1.585537807,0.698613347
471,点,花园村社区,西471,花园桥地铁站,371.101927,472.669526,7.877825433,1.575565087,0.689839768
472,点,碧桐园,西472,廖公庄地铁站,247.159054,352.861662,5.8810277,1.17620554,0.453002803
473,点,田村小区,西473,田村地铁站,169.152298,189.008079,3.15013465,0.63002693,0.240070933
474,点,又一村,南474,慈寿寺地铁站,423.783359,667.665366,11.1277561,2.22555122,0.659248741
475,点,八里庄路61号院,北475,海淀五路居地铁站,117.738531,159.439582,2.657326367,0.531465273,0.521204788
476,点,天合家园,东476,田村地铁站,397.839999,564.218809,9.403646817,1.880729363,1.201151322
477,点,宏远家园,北477,田村地铁站,555.286475,1169.378916,19.4896486,3.89792972,2.162242711
478,点,幸福时光小区,南478,田村地铁站,728.69616,765.006134,12.75010223,2.550020447,0.69364273
479,点,幸福时光小区,西479,田村地铁站,625.100045,766.508603,12.77514338,2.555028677,0.695145048
480,点,碧桐园,北480,廖公庄地铁站,115.728412,0,0,0,0
481,点,田村小区,东481,田村地铁站,189.482825,227.94042,3.799007,0.7598014,0.317938821
482,点,宏远家园,北482,田村地铁站,429.493968,560.895211,9.348253517,1.869650703,0.728097719
483,点,花园村社区,东483,白石桥南地铁站,357.556497,430.495401,7.17492335,1.43498467,0.559515738
484,点,又一村,东484,慈寿寺地铁站,474.129595,611.770616,10.19617693,2.039235387,0.547455525
485,点,花园村社区,西485,花园桥地铁站,290.558952,347.407207,5.790120117,1.158024023,0.439910601
486,点,恩济里小区,北486,慈寿寺地铁站,608.176161,1043.415553,17.39025922,3.478051843,1.449712169
487,点,八里庄北里,西487,慈寿寺地铁站,361.134924,395.379459,6.58965765,1.31793153,0.38036653
488,点,八里庄北里,北488,慈寿寺地铁站,221.312726,244.092139,4.068202317,0.813640463,0.318441149
489,点,八里庄北里,北489,慈寿寺地铁站,103.44746,135.91715,2.265285833,0.453057167,0.152808139
490,点,花园村社区,北490,花园桥地铁站,455.776157,501.021747,8.35036245,1.67007249,0.449756502
491,点,又一村,北491,慈寿寺地铁站,380.228211,452.759348,7.545989133,1.509197827,0.538246951
492,点,恩济庄-46号院,北492,海淀五路居地铁站,555.453555,567.023725,9.450395417,1.890079083,0.285360813
493,点,天合家园,北493,田村地铁站,325.878296,849.581338,14.15968897,2.831937793,2.342647573
494,点,西四环北路137号院,西494,海淀五路居地铁站,413.801773,622.21879,10.37031317,2.074062633,1.938307617
495,点,恩济庄-46号院,北495,海淀五路居地铁站,503.176677,514.717789,8.578629817,1.715725963,0.259207075
496,点,景宜里小区,北496,田村地铁站,287.187563,459.249301,7.654155017,1.530831003,1.334027993
497,点,幸福时光小区,北497,田村地铁站,771.536886,2844.609219,47.41015365,9.48203073,4.536825298
498,点,西四环北路137号院,南498,海淀五路居地铁站,270.387736,379.707257,6.328454283,1.265690857,0.968223984
499,点,颐安嘉园,南499,慈寿寺地铁站,338.19579,391.165913,6.519431883,1.303886377,0.43137602
500,点,七贤村小区,南500,花园桥地铁站,448.078686,448.006785,7.46677975,1.49335595,0.882894504
501,点,琨御府,南501,慈寿寺地铁站,341.245897,346.043991,5.76739985,1.15347997,0.376954897
502,点,海澜东苑,西502,田村地铁站,638.779389,1169.378916,19.4896486,3.89792972,2.162242711
503,点,香溪度1期,东503,田村地铁站,1018.10971,1487.674577,24.79457628,4.958915257,2.297318693
504,点,西四环北路137号院,东504,海淀五路居地铁站,110.638578,167.937913,2.798965217,0.559793043,0.187950454
505,点,海澜中苑,西505,田村地铁站,1006.886449,1487.674577,24.79457628,4.958915257,2.297318693
506,点,车公庄西路45号院,东506,花园桥地铁站,78.349216,126.475628,2.107927133,0.421585427,0.240430929
507,点,北洼路25号院,东507,慈寿寺地铁站,495.259939,621.511163,10.35851938,2.071703877,0.59502605
508,点,七贤村小区,北508,花园桥地铁站,452.162016,539.249022,8.9874837,1.79749674,1.36197938
509,点,七贤村小区,北509,花园桥地铁站,340.621381,426.250405,7.104173417,1.420834683,1.221846781
510,点,碧森里,东510,田村地铁站,382.663288,421.210445,7.020174083,1.404034817,0.704494622
511,点,车公庄西路45号院,北511,花园桥地铁站,91.650856,238.210256,3.970170933,0.794034187,0.406848931
512,点,颐安嘉园,北512,慈寿寺地铁站,188.811768,354.986904,5.9164484,1.18328968,0.718113485
513,点,主语城,东513,白石桥南地铁站,87.941312,129.837948,2.1639658,0.43279316,0.121728783
514,点,主语城,西514,白石桥南地铁站,138.650515,225.771038,3.762850633,0.752570127,0.683429166
515,点,琨御府,西515,慈寿寺地铁站,633.251054,0,0,0,0
516,点,颐安嘉园,北516,慈寿寺地铁站,419.052983,591.815395,9.863589917,1.972717983,1.216825498
517,点,海澜中苑,西517,田村地铁站,1022.575079,1434.16389,23.9027315,4.7805463,2.061366386
518,点,香溪度1期,北518,廖公庄地铁站,952.91915,1547.510355,25.79183925,5.15836785,1.562472708
519,点,气象西苑,南519,慈寿寺地铁站,314.835258,481.891214,8.031520233,1.606304047,1.225748409
520,点,气象西苑,南520,慈寿寺地铁站,406.325149,575.211613,9.586860217,1.917372043,1.283242834
521,点,万泽御河湾,西521,慈寿寺地铁站,172.334643,339.999417,5.66665695,1.13333139,0.567401326
522,点,主语城,西522,白石桥南地铁站,164.486004,261.960331,4.366005517,0.873201103,0.828191051
523,点,万泽御河湾,南523,慈寿寺地铁站,280.097521,442.629913,7.377165217,1.475433043,1.068697646
524,点,海澜中苑,北524,田村地铁站,736.787573,1062.720673,17.71201122,3.542402243,1.689150108
525,点,海澜东苑,北525,田村地铁站,647.706919,951.989792,15.86649653,3.173299307,1.541221588
526,点,琨御府,东526,慈寿寺地铁站,27.83519,14.94117,0.2490195,0.0498039,0.029883368
527,点,碧森里,北527,田村地铁站,514.449116,772.887828,12.8814638,2.57629276,1.275667243
528,点,美丽园,东528,海淀五路居地铁站,353.880139,1005.303836,16.75506393,3.351012787,1.271789615
529,点,颐慧佳园三期,西529,海淀五路居地铁站,600.024525,812.365367,13.53942278,2.707884557,1.068011653
530,点,颐慧佳园三期,东530,海淀五路居地铁站,662.004152,845.650571,14.09417618,2.818835237,0.828128385
531,点,五路居小区,东531,海淀五路居地铁站,369.791739,565.557216,9.4259536,1.88519072,1.781354186
532,点,主语城,西532,白石桥南地铁站,237.698386,339.126829,5.652113817,1.130422763,1.136866965
533,点,主语城,东533,白石桥南地铁站,154.209488,518.966906,8.649448433,1.729889687,0.714906518
534,点,美丽星苑,西534,海淀五路居地铁站,605.073223,848.727288,14.1454548,2.82909096,1.213464532
535,点,美丽西园,西535,海淀五路居地铁站,176.520864,279.166094,4.652768233,0.930553647,0.481622517
536,点,美丽星苑,东536,海淀五路居地铁站,670.779185,884.870063,14.74783438,2.949566877,0.867349326
537,点,中海雅园,东537,慈寿寺地铁站,582.623423,810.035576,13.50059293,2.700118587,0.972087946
538,点,颐慧佳园东区,南538,慈寿寺地铁站,362.403198,1090.736315,18.17893858,3.635787717,1.347295527
539,点,颐慧佳园西区,南539,慈寿寺地铁站,607.665739,1137.938924,18.96564873,3.793129747,1.14568521
540,点,万泽御河湾,西540,慈寿寺地铁站,227.444266,283.079168,4.717986133,0.943597227,0.328212385
541,点,万泽御河湾,北541,慈寿寺地铁站,245.5333,284.046561,4.73410935,0.94682187,0.329179708
542,点,美丽西园,西542,海淀五路居地铁站,221.585306,326.57636,5.442939333,1.088587867,0.576446569
543,点,汤泉逸墅,南543,海淀五路居地铁站,407.69499,1162.51096,19.37518267,3.875036533,3.227157061
544,点,美丽星苑,东544,海淀五路居地铁站,683.706975,941.203732,15.68672887,3.137345773,0.923684763
545,点,绿波漫板,西545,慈寿寺地铁站,339.538145,1077.137531,17.95229218,3.590458437,1.323805095
546,点,美丽星苑,西546,海淀五路居地铁站,634.481479,958.811458,15.98019097,3.196038193,1.653817462
547,点,五棵松路26号院,北547,海淀五路居地铁站,287.160504,392.268265,6.537804417,1.307560883,0.707835588
548,点,美丽星苑,东548,海淀五路居地铁站,699.840339,994.307523,16.57179205,3.31435841,0.976790565
549,点,美丽西园,南549,海淀五路居地铁站,293.946517,399.039534,6.6506589,1.33013178,0.721378453
550,点,五棵松路26号院,南550,海淀五路居地铁站,293.946517,399.039534,6.6506589,1.33013178,0.721378453
551,点,美丽西园,东551,海淀五路居地铁站,344.633034,1168.836734,19.48061223,3.896122447,2.837761289
552,点,美丽园,西552,海淀五路居地铁站,346.355464,1169.983542,19.4997257,3.89994514,2.842348576
553,点,美丽星苑,东553,海淀五路居地铁站,711.179432,1026.230626,17.10384377,3.420768753,1.008714913
554,点,颐慧佳园西区,西554,海淀五路居地铁站,744.487861,1066.856699,17.78094498,3.556188997,1.047237528
555,点,中国科学院植物研究所宿舍,南555,二里沟地铁站,307.001808,433.601555,7.226692583,1.445338517,0.570065299
556,点,颐慧佳园东区,东556,慈寿寺地铁站,427.347718,1224.154552,20.40257587,4.080515173,1.506467269
557,点,中国科学院植物研究所宿舍,东557,二里沟地铁站,276.641437,517.410697,8.623511617,1.724702323,0.593017403
558,点,美丽西园,西558,海淀五路居地铁站,359.201399,515.841875,8.597364583,1.719472917,0.923644097
559,点,美丽西园,东559,海淀五路居地铁站,421.075997,1090.397372,18.17328953,3.634657907,2.52399176
560,点,椿楸嘉园,南560,田村地铁站,780.374735,944.116748,15.73527913,3.147055827,0.591445085
561,点,绿波漫板,北561,慈寿寺地铁站,327.074507,534.439565,8.907326083,1.781465217,0.587561458
562,点,颐慧佳园东区,北562,慈寿寺地铁站,539.428977,1266.941645,21.11569408,4.223138817,1.589252774
563,点,绿波漫板,北563,慈寿寺地铁站,395.391567,649.227635,10.82046058,2.164092117,0.858858078
564,点,颐慧佳园西区,北564,慈寿寺地铁站,729.75625,1371.609398,22.86015663,4.572031327,1.393778062
565,点,北洼西里小区-南区,东565,花园桥地铁站,667.957452,1009.207648,16.82012747,3.364025493,1.422187111
566,点,美丽经典,南566,海淀五路居地铁站,652.505018,1300.620451,21.67700752,4.335401503,1.468588647
567,点,玲珑花园,南567,慈寿寺地铁站,453.310293,702.028591,11.70047652,2.340095303,0.761595384
568,点,五福玲珑居,南568,慈寿寺地铁站,695.14203,1463.325152,24.38875253,4.877750507,1.46228071
569,点,玲珑花园,南569,慈寿寺地铁站,384.703761,575.588097,9.59313495,1.91862699,0.635150315
570,点,美丽西园,东570,海淀五路居地铁站,473.012423,855.903235,14.26505392,2.853010783,2.171457285
571,点,汤泉逸墅,东571,海淀五路居地铁站,518.559113,781.130308,13.01883847,2.603767693,1.701575984
572,点,中海雅园,北572,慈寿寺地铁站,655.706415,876.773858,14.61289763,2.922579527,2.382606507
573,点,北洼西里小区-南区,北573,慈寿寺地铁站,730.038801,964.007721,16.06679535,3.21335907,2.352538808
574,点,美丽西园,北574,海淀五路居地铁站,474.535545,738.047723,12.30079538,2.460159077,1.700017333
575,点,美丽经典,西575,海淀五路居地铁站,585.438586,1364.895631,22.74826052,4.549652103,1.990231764
576,点,宝莲公寓,东576,慈寿寺地铁站,479.314539,617.081765,10.28469608,2.056939217,1.343801895
577,点,北洼西里小区-北区,南577,慈寿寺地铁站,630.432815,826.680207,13.77800345,2.75560069,2.182224844
578,点,美丽园,西578,海淀五路居地铁站,520.135939,825.417383,13.75695638,2.751391277,2.049509171
579,点,北洼西里小区-北区,南579,慈寿寺地铁站,677.288032,883.924816,14.73208027,2.946416053,2.411211221
580,点,北洼西里小区-北区,南580,慈寿寺地铁站,757.696161,978.34347,16.3057245,3.2611449,2.295193715
581,点,椿楸嘉园,西581,田村地铁站,931.407363,1161.663906,19.3610651,3.87221302,1.172722606
582,点,富丽小区,东582,慈寿寺地铁站,611.259157,833.228645,13.88714408,2.777428817,2.208419582
583,点,美丽园,北583,海淀五路居地铁站,598.81149,1185.391243,19.75652072,3.951304143,2.903981627
584,点,美丽经典,北584,海淀五路居地铁站,758.444732,1486.683265,24.77805442,4.955610883,1.811083556
585,点,汤泉逸墅-北区,东585,海淀五路居地铁站,601.594977,744.0594,12.40099,2.480198,1.356489102
586,点,北洼西里-51号院,东586,慈寿寺地铁站,555.069164,1005.081591,16.75135985,3.35027197,2.181114522
587,点,富丽小区,东587,慈寿寺地铁站,658.807614,903.851337,15.06418895,3.01283779,2.490920091
588,点,常青园南里-二区,西588,海淀五路居地铁站,847.033562,1732.139652,28.8689942,5.77379884,3.581604184
589,点,椿楸嘉园,北589,田村地铁站,1044.093697,1458.358979,24.30598298,4.861196597,1.416831832
590,点,双紫小区,西590,慈寿寺地铁站,641.134389,962.673561,16.04455935,3.20891187,2.011476552
591,点,玫瑰御园,南591,慈寿寺地铁站,611.447611,791.939686,13.19899477,2.639798953,1.102153312
592,点,三虎桥5号院,东592,花园桥地铁站,810.609652,1030.919953,17.18199922,3.436399843,1.699289007
593,点,双紫小区,北593,慈寿寺地铁站,784.675521,1071.340591,17.85567652,3.571135303,2.917679823
594,点,车道沟南里小区,南594,慈寿寺地铁站,691.659742,823.001384,13.71668973,2.743337947,1.452768472
595,点,北洼西里小区-北区,北595,慈寿寺地铁站,798.478176,1093.31696,18.22194933,3.644389867,2.829771369
596,点,世纪新景园,北596,慈寿寺地铁站,838.711075,1151.241986,19.18736643,3.837473287,2.778387216
597,点,车道沟南里小区,南597,慈寿寺地铁站,722.627841,880.380786,14.6730131,2.93460262,1.682293844
598,点,世纪新景园,北598,慈寿寺地铁站,941.377199,1309.037439,21.81729065,4.36345813,3.150780159
599,点,车道沟南里小区,南599,慈寿寺地铁站,748.805346,924.161315,15.40268858,3.080537717,1.857422092
600,点,玫瑰御园,东600,慈寿寺地铁站,707.66327,737.924228,12.29873713,2.459747427,1.22066546
601,点,车道沟南里小区,南601,慈寿寺地铁站,786.57676,983.167623,16.38612705,3.27722541,2.093455732
602,点,玫瑰御园,西602,车道沟地铁站,753.240459,1465.601542,24.42669237,4.885338473,2.335923641
603,点,双槐树387号东院,北603,田村地铁站,1215.358283,2065.716024,34.4286004,6.88572008,3.143089569
604,点,西苑小区,西604,慈寿寺地铁站,829.989018,1003.62804,16.727134,3.3454268,2.175300247
605,点,玫瑰御园,北605,车道沟地铁站,706.249128,1490.232607,24.83721012,4.967442023,2.360555394
606,点,常青园南里-二区,北606,四季青,746.337007,1020.822079,17.01370132,3.402740263,1.557575757
607,点,五福玲珑居,西607,车道沟地铁站,958.94526,0,0,0,0
608,点,西苑小区,东608,慈寿寺地铁站,914.233204,1178.539694,19.64232823,3.928465647,2.87497125
609,点,车道沟南里小区,西609,车道沟地铁站,711.13028,840.347347,14.00578912,2.801157823,1.495515378
610,点,诸子阶,东610,四季青,661.824678,911.268148,15.18780247,3.037560493,1.113262867
611,点,诸子阶,南611,四季青,703.774754,983.286025,16.38810042,3.277620083,0.97599824
612,点,金雅园,南612,四季青,553.681078,741.755734,12.36259557,2.472519113,1.409090909
613,点,金雅园,东613,四季青,594.066225,856.021823,14.26703038,2.853406077,1.75168515
614,点,西苑小区,北614,车道沟地铁站,879.762606,1176.186126,19.6031021,3.92062042,3.086895797
615,点,彰化路十七号院,北615,四季青,693.109469,992.817242,16.54695403,3.309390807,2.361850048
616,点,巨山馨苑,南616,廖公庄地铁站,869.54563,993.556927,16.55928212,3.311856423,0.526846398
617,点,曙光花园,南617,车道沟地铁站,526.711695,635.080298,10.58467163,2.116934327,0.898752346
618,点,金雅园,西618,四季青,354.203552,503.233749,8.38722915,1.67744583,1.087012463
619,点,嘉德乐公馆,东619,四季青,1254.48827,1717.548172,28.62580287,5.725160573,1.181300187
620,点,金庄一号院,东620,四季青,722.177867,2002.914103,33.38190172,6.676380343,3.25534978
621,点,诸子阶,西621,四季青,604.197292,929.32187,15.48869783,3.097739567,0.980108199
622,点,嘉德乐公馆,北622,四季青,1366.99928,1757.648611,29.29414352,5.858828703,1.221402119
623,点,巨山馨苑,东623,廖公庄地铁站,1037.713738,1160.168953,19.33614922,3.867229843,0.610155898
624,点,嘉德乐公馆,北624,四季青,1324.11478,1715.125225,28.58542042,5.717084083,1.178877211
625,点,金雅园,东625,四季青,371.979493,597.946718,9.965778633,1.993155727,1.55826975
626,点,曙光花园,西626,车道沟地铁站,557.480276,823.354933,13.72258222,2.744516443,1.629079042
627,点,农科院住宅区,南627,车道沟地铁站,775.111955,1020.952105,17.01586842,3.403173683,2.252267144
628,点,长河湾,东628,西直门地铁站,337.590685,409.837344,6.8306224,1.36612448,0.423449099
629,点,四季青园小区,北629,田村地铁站,1709.484807,1990.635801,33.17726335,6.63545267,1.808028253
630,点,四季青园小区,北630,廖公庄地铁站,1645.30899,2559.260599,42.65434332,8.530868663,2.645558211
631,点,紫竹院小区,北631,万寿寺,650.149312,1021.089349,17.01815582,3.403631163,1.187861788
632,点,杏石口路22号院,南632,田村地铁站,1603.307504,3050.801668,50.84669447,10.16933889,2.872513941
633,点,金庄一号院,西633,四季青,515.396076,721.716474,12.0286079,2.40572158,1.40768959
634,点,人计山庄,北634,万寿寺,463.681782,542.466627,9.04111045,1.80822209,0.914582854
635,点,长河湾,北635,西直门地铁站,488.924298,536.140789,8.935679817,1.787135963,0.559637404
636,点,长河湾,北636,西直门地铁站,554.687665,602.274047,10.03790078,2.007580157,0.531127022
637,点,长河湾,西637,动物园地铁站,719.175878,1494.105589,24.90175982,4.980351963,1.174926251
638,点,远流清园,东638,四季青,266.295452,451.955977,7.532599617,1.506519923,0.97428459
639,点,燕西台嘉苑,东639,廖公庄地铁站,1203.00748,1373.113876,22.88523127,4.577046253,0.899074676
640,点,长河湾,北640,西直门地铁站,647.35033,696.953778,11.6158963,2.32317926,0.625809409
641,点,曙光花园,北641,车道沟地铁站,227.19702,299.228417,4.987140283,0.997428057,0.823452765
642,点,紫瑞家园,西642,国家图书馆,757.65963,941.463536,15.69105893,3.138211787,1.80827725
643,点,曙光花园颐天园,东643,四季青,439.553489,579.842937,9.66404895,1.93280979,0.840174265
644,点,望福园,西644,四季青,466.077438,582.847237,9.714120617,1.942824123,0.852191811
645,点,长河湾,北645,西直门地铁站,753.280757,803.758353,13.39597255,2.67919451,0.73261734
646,点,农科院住宅区,东646,车道沟地铁站,478.474806,635.813727,10.59689545,2.11937909,1.287873121
647,点,车道沟社区,北647,车道沟地铁站,452.620866,508.725799,8.478763317,1.695752663,0.983502498
648,点,长河湾,北648,西直门地铁站,846.911647,899.196395,14.98660658,2.997321317,0.826194071
649,点,农科院住宅区,北649,车道沟地铁站,696.288744,806.259941,13.43766568,2.687533137,1.222432442
650,点,气象局宿舍,北650,车道沟地铁站,349.492389,401.669853,6.69449755,1.33889951,0.803367966
651,点,诸子阶,北651,四季青,417.893971,554.835787,9.247263117,1.849452623,0.422022113
652,点,紫瑞家园,东652,动物园地铁站,877.195574,1167.306661,19.45511102,3.891022203,1.500443329
653,点,诸子阶,北653,四季青,498.231809,635.340107,10.58900178,2.117800357,0.520391796
654,点,燕西台嘉苑,北654,廖公庄地铁站,1382.575889,1756.377475,29.27295792,5.854591583,2.349200841
655,点,紫竹院路81号院,南655,车道沟地铁站,269.601938,387.228043,6.453800717,1.290760143,0.774483255
656,点,海云轩小区,南656,西直门地铁站,788.360659,1028.567285,17.14278808,3.428557617,1.345369213
657,点,海云轩小区,南657,西直门地铁站,778.108477,988.68002,16.47800033,3.295600067,1.136861631
658,点,郦城三区,西658,四季青,550.514327,747.131635,12.45219392,2.490438783,0.73303467
659,点,郦城三区,南659,四季青,344.738514,661.512083,11.02520138,2.205040277,0.975531911
660,点,地铁建安物业太平湖小区,北660,积水潭地铁站,818.804087,1283.32833,21.3888055,4.2777611,1.139148608
661,点,文慧园小区（西区）,东661,积水潭地铁站,867.118396,1349.014104,22.4835684,4.49671368,1.3933284
662,点,万寿寺甲3号院,南662,万寿寺,253.280462,0,0,0,0
663,点,万寿寺甲3号院,南663,万寿寺,311.382394,0,0,0,0
664,点,紫竹院路81号院,北664,车道沟地铁站,205.349678,368.825465,6.147091083,1.229418217,0.587336127
665,点,红联南村,西665,西直门地铁站,971.273415,1337.102081,22.28503468,4.457006937,2.390201764
666,点,正福寺家属院（农科院）,东666,四季青,764.298219,1076.594654,17.94324423,3.588648847,0.943734896
667,点,海云轩小区,东667,西直门地铁站,960.208729,1310.687587,21.84479312,4.368958623,1.533454665
668,点,西山美庐,南668,西黄村地铁站,1841.566945,2286.564338,38.10940563,7.621881127,1.398934344
669,点,万寿寺甲3号院,东669,万寿寺地铁站,399.917683,758.553978,12.6425663,2.52851326,2.35096249
670,点,红联南村,南670,积水潭地铁站,941.343466,1460.76218,24.34603633,4.869207267,1.616830498
671,点,红联南村,北671,积水潭地铁站,973.405645,1517.757264,25.2959544,5.05919088,2.240438595
672,点,民大附中家属区,南672,万寿寺,651.79609,1127.6564,18.79427333,3.758854667,3.616217837
673,点,半壁街南路1号院,西673,车道沟地铁站,552.098245,973.774691,16.22957818,3.245915637,2.895058382
674,点,郦城三区,北674,四季青,541.381331,791.079241,13.18465402,2.636930803,1.976307237
675,点,郦城三区,北675,四季青,569.491056,853.670333,14.22783888,2.845567777,2.124757086
676,点,远大园六区,东676,车道沟地铁站,464.477517,598.971884,9.982864733,1.996572947,1.611403552
677,点,中间建筑,南677,廖公庄地铁站,1883.778288,2267.078328,37.7846388,7.55692776,1.339334607
678,点,远大园六区,西678,车道沟地铁站,724.203839,808.71147,13.4785245,2.6957049,1.807309593
679,点,远大园五区,南679,远大路,705.981577,998.425486,16.64042477,3.328084953,1.644162558
680,点,郦城三区,北680,四季青,682.616794,1034.119005,17.23531675,3.44706335,1.402934637
681,点,半壁街南路1号院,北681,车道沟地铁站,612.130041,1049.992652,17.49987753,3.499975507,2.738759279
682,点,远大园六区,东682,车道沟地铁站,488.140428,637.878412,10.63130687,2.126261373,1.767035329
683,点,万寿寺甲3号院,北683,万寿寺地铁站,365.843674,493.726491,8.22877485,1.64575497,1.291617417
684,点,车道沟10号院北区,北684,车道沟地铁站,505.733523,866.611211,14.44352018,2.888704037,2.005207948
